,category,reviewTitle,rating,relevanceScore
3984,beli-harddisk-eksternal,barang sudah sampe gan,5,24.57
3988,beli-harddisk-eksternal,sip,5,15.59
3994,beli-harddisk-eksternal,Salute untuk kotakom,5,28.01
4007,beli-harddisk-eksternal,pas bgt,5,31.51
4008,beli-harddisk-eksternal,recomended,5,31.5
4009,beli-harddisk-eksternal,Terima kasih,5,31.46
4010,beli-harddisk-eksternal,Ok,5,30.51
4011,beli-harddisk-eksternal,Flashdisk bagus,5,30.51
4012,beli-harddisk-eksternal,Puas,4,30.51
4017,beli-harddisk-eksternal,barang bagus,5,25.51
4020,beli-harddisk-eksternal,barang original,5,22.49
4080,beli-harddisk-eksternal,mantab buat lazada,4,21.39
4081,beli-harddisk-eksternal,Mantapp,5,20.51
4093,beli-harddisk-eksternal,ORIGINAL BRO & FAST DELEVERY,5,27.42
4094,beli-harddisk-eksternal,Sesuai Harapan,5,21.51
4095,beli-harddisk-eksternal,good,5,20.51
4096,beli-harddisk-eksternal,Kabel USB 3.0 WD original untuk Harddisk External,5,20.12
4097,beli-harddisk-eksternal,Orginal,5,20.03
4101,beli-harddisk-eksternal,kualitas barang bagus dan banyak bonusnya,5,20.17
4158,beli-harddisk-eksternal,Perbaharui Ongkos Kirim,4,31.82
4159,beli-harddisk-eksternal,Mantaap,5,31.24
4161,beli-harddisk-eksternal,Good,4,24.12
4162,beli-harddisk-eksternal,vga gt 940 mx gddr5 paling baru harga 6jutaan dibanding brand lain,5,22.28
4163,beli-harddisk-eksternal,Akhirnya nemu yang Garansi Resmi Acer Indonesia,5,21.11
4165,beli-harddisk-eksternal,GOOD,5,30.51
4174,beli-harddisk-eksternal,sesuai pesanan,5,23.84
4175,beli-harddisk-eksternal,Cepat sampai,5,23.79
4179,beli-harddisk-eksternal,Good,5,22.87
4183,beli-harddisk-eksternal,ok,4,21.51
4184,beli-harddisk-eksternal,Good,5,21.51
4185,beli-harddisk-eksternal,Baik. Cepat dan barang standar sesuai harga,4,21.45
4186,beli-harddisk-eksternal,Ntaps soul,5,21.4
4188,beli-harddisk-eksternal,keren,4,20.51
4189,beli-harddisk-eksternal,Respon Bagus,4,20.51
4190,beli-harddisk-eksternal,Cukup,4,20.51
4192,beli-harddisk-eksternal,Good,5,20.27
4196,beli-harddisk-eksternal,Mantap,5,17.79
4229,beli-harddisk-eksternal,Puaass..!!,5,30.34
4231,beli-harddisk-eksternal,Memuaskan,5,22
4234,beli-harddisk-eksternal,Nice,5,21.33
4235,beli-harddisk-eksternal,Accurate,5,21.28
4236,beli-harddisk-eksternal,pengiriman cepat,4,21.26
4237,beli-harddisk-eksternal,Puas,5,21.25
4240,beli-harddisk-eksternal,Puas,4,20.01
4241,beli-harddisk-eksternal,Testimonial,4,20
4243,beli-harddisk-eksternal,It's Work,5,19.83
4246,beli-harddisk-eksternal,Puas,5,19.04
4268,beli-harddisk-eksternal,Toshiba Flashdisk Hayabusa 16GB - Putih + Gratis OTG USB Cable for Android,5,30.51
4273,beli-harddisk-eksternal,Bagus,5,23.69
4275,beli-harddisk-eksternal,gooood,5,21.5
4287,beli-harddisk-eksternal,Mantap,5,28.78
4292,beli-harddisk-eksternal,mantap,5,22.49
4293,beli-harddisk-eksternal,Smart TV TCL model: L32S4900,5,17.63
4300,beli-harddisk-eksternal,ok gan,5,15.55
4305,beli-harddisk-eksternal,Hd eksternal,5,20.38
4309,beli-harddisk-eksternal,Bagus,5,30.41
4310,beli-harddisk-eksternal,Barang sampai,4,30.25
4312,beli-harddisk-eksternal,Iklan promo dan realita yg sangat memuaskan,5,27.51
4315,beli-harddisk-eksternal,okeee semua,5,23.82
4318,beli-harddisk-eksternal,Bagus,4,21.51
4319,beli-harddisk-eksternal,Bravo,4,20.48
4320,beli-harddisk-eksternal,Sangat Baik,5,20.44
4336,beli-harddisk-eksternal,Good Job !,5,32.51
4338,beli-harddisk-eksternal,model laptop,5,20.51
4344,beli-harddisk-eksternal,sangat baik,5,29.99
4346,beli-harddisk-eksternal,sesuai ekspektasi,5,28.01
4347,beli-harddisk-eksternal,Harga tidak sesuai,5,28.01
4348,beli-harddisk-eksternal,Bagus,5,27.93
4358,beli-harddisk-eksternal,Orico Docking Station,5,21.51
4359,beli-harddisk-eksternal,Sudah diterima,4,21.51
4360,beli-harddisk-eksternal,Oricon HDD docking,5,21.27
4362,beli-harddisk-eksternal,ORICO,5,20.51
4363,beli-harddisk-eksternal,Orico,5,20.41
4377,beli-harddisk-eksternal,"orico 6228US3-C USB3.0 Dualbay Docking Station for HDD/SSD 2.5"" & 3.5"" SATA",4,31.79
4379,beli-harddisk-eksternal,Top,5,28.01
4388,beli-harddisk-eksternal,mantap,4,22.49
4389,beli-harddisk-eksternal,ketjeh,5,22.49
4395,beli-harddisk-eksternal,nice,5,20.28
4407,beli-harddisk-eksternal,Barang bagus,5,15.56
4418,beli-harddisk-eksternal,recommended seller,5,29.01
4419,beli-harddisk-eksternal,Mantappp,5,24.88
4420,beli-harddisk-eksternal,Mantappp,5,17.34
4425,beli-harddisk-eksternal,Pengiriman Cepat & Kualitas Barang Bagus,5,30.51
4427,beli-harddisk-eksternal,Oke,5,29.45
4428,beli-harddisk-eksternal,"seep, super duper mantav djiwa",5,27.65
4434,beli-harddisk-eksternal,Produk,4,22.7
4437,beli-harddisk-eksternal,bagus,5,21.51
4438,beli-harddisk-eksternal,lumayan,5,21.51
4440,beli-harddisk-eksternal,puas,5,21.51
4446,beli-harddisk-eksternal,Produk Card Hardisk,5,20.51
4448,beli-harddisk-eksternal,Bagus,5,20.51
4449,beli-harddisk-eksternal,terima kasih,5,20.51
4450,beli-harddisk-eksternal,tq,5,20.51
4451,beli-harddisk-eksternal,Lima Bintang,5,20.51
4452,beli-harddisk-eksternal,mantap,4,20.21
4499,beli-harddisk-eksternal,fast respon,4,22.74
4503,beli-harddisk-eksternal,sudah diterima  Sofcase Harddisk Hard Case Shockproof Tas Hardisk / Powerbank Tahan Banting for External HDD 2.5 inch Pouch Bag - Biru - Bonus Otg Mini Usb + Kabel Charger Micro,5,21.51
4504,beli-harddisk-eksternal,Lumayan,4,21.38
4506,beli-harddisk-eksternal,kuat,5,20.76
4507,beli-harddisk-eksternal,Good,4,20.51
4509,beli-harddisk-eksternal,Lumayan bintang 4,4,20.5
4519,beli-harddisk-eksternal,"finishing rapi, resleting kuat, bonus lengkap",4,15.62
4577,beli-harddisk-eksternal,"Bagus, dan Menarik",5,31.48
4644,beli-harddisk-eksternal,barang sesuai deskripsi recomend banget,5,24.15
4645,beli-harddisk-eksternal,Puasss,5,24.01
4647,beli-harddisk-eksternal,Barang berfungsi dengan baik,5,23.05
4650,beli-harddisk-eksternal,Sippp,4,22.49
4651,beli-harddisk-eksternal,bagus,4,22.49
4653,beli-harddisk-eksternal,Puas,5,21.92
4657,beli-harddisk-eksternal,barang ok,5,20.72
4660,beli-harddisk-eksternal,good,5,20.51
4662,beli-harddisk-eksternal,Barang sesuai deskripsi,5,19.87
4784,beli-harddisk-eksternal,bagus cepat,5,15.58
4823,beli-harddisk-eksternal,mantap,5,23.09
4824,beli-harddisk-eksternal,Puas,5,21.51
4826,beli-harddisk-eksternal,keren parrrah.......,5,19.49
4827,beli-harddisk-eksternal,Barang OK - Pengiriman OK,5,19.47
4842,beli-harddisk-eksternal,Asus an45ur dark blue,5,31.51
4846,beli-harddisk-eksternal,bagus,5,29.01
4847,beli-harddisk-eksternal,Rekomendasi Bagus!,5,28.01
4849,beli-harddisk-eksternal,Good,5,22.79
4860,beli-harddisk-eksternal,Suka ❤,5,28.01
4865,beli-harddisk-eksternal,Tipis dan Menghidupkan HD External saya yang sudah ngadat,5,30.51
4876,beli-harddisk-eksternal,Sandisk Cruzer Blade,5,29.99
4890,beli-harddisk-eksternal,Bagus,5,22.49
4891,beli-harddisk-eksternal,Pengirimannya cepat,5,20.34
4949,beli-harddisk-eksternal,Terima kasih,5,20.51
4977,beli-harddisk-eksternal,Kualitas,5,20.51
5255,beli-harddisk-eksternal,Casing bagus,4,32.17
5256,beli-harddisk-eksternal,"Casing Transparant, OK !",4,32.14
5258,beli-harddisk-eksternal,Perfect,5,30.51
5259,beli-harddisk-eksternal,Recommended,5,29.99
5260,beli-harddisk-eksternal,good,5,29.99
5262,beli-harddisk-eksternal,"Barang Bagus, Packing Rapi, Cepat Sampai",5,29.01
5263,beli-harddisk-eksternal,Terbaik,5,29.01
5264,beli-harddisk-eksternal,GOOD,5,28.79
5265,beli-harddisk-eksternal,Lumayan,4,28.01
5266,beli-harddisk-eksternal,Mantap,5,28.01
5267,beli-harddisk-eksternal,Barang bagus dan langsung berjalan normal,5,28.01
5268,beli-harddisk-eksternal,Barang Bagus,5,28.01
5269,beli-harddisk-eksternal,Alhamdulillah,5,28.01
5270,beli-harddisk-eksternal,Barang mantap,5,28.01
5271,beli-harddisk-eksternal,Useful,5,28.01
5272,beli-harddisk-eksternal,Sangat Bagus,5,28.01
5273,beli-harddisk-eksternal,Mantap,5,28.01
5274,beli-harddisk-eksternal,Barang Sudah Diterima,5,28.01
5275,beli-harddisk-eksternal,"ORICO 2139U3 Enclosure HDD/SSD 2.5"" USB3.0 - Transparent Garansi Resmi 1 Tahun",5,28.01
5277,beli-harddisk-eksternal,Penerimaan sukses,5,27.87
5281,beli-harddisk-eksternal,Ajaib,5,25.52
5296,beli-harddisk-eksternal,Sangat memuaskan,5,22.88
5297,beli-harddisk-eksternal,Superb,5,22.51
5299,beli-harddisk-eksternal,mantaaaap....,5,22.49
5300,beli-harddisk-eksternal,cepat,5,21.95
5303,beli-harddisk-eksternal,super,5,21.51
5304,beli-harddisk-eksternal,Kualitas,5,21.51
5305,beli-harddisk-eksternal,Recommended Seller,5,21.51
5306,beli-harddisk-eksternal,ok,5,21.51
5307,beli-harddisk-eksternal,Review,5,21.51
5310,beli-harddisk-eksternal,oke barang sesuai dan pengiriman lumayan cepat,5,21.51
5311,beli-harddisk-eksternal,sangat memuaskan mantrap,5,21.51
5313,beli-harddisk-eksternal,It works!,5,21.51
5314,beli-harddisk-eksternal,"Cepat banget,...",5,21.51
5315,beli-harddisk-eksternal,good,5,21.51
5316,beli-harddisk-eksternal,GOOD,5,21.51
5318,beli-harddisk-eksternal,OK BGT,5,21.5
5320,beli-harddisk-eksternal,"Mantaf...,",5,21.5
5321,beli-harddisk-eksternal,tempat hardisk,5,21.48
5324,beli-harddisk-eksternal,Cepat Bagus,5,21.26
5325,beli-harddisk-eksternal,Praktis,5,20.75
5326,beli-harddisk-eksternal,Bagus,5,20.74
5328,beli-harddisk-eksternal,Keren Mantap... seller joss... lazada jozz,5,20.67
5329,beli-harddisk-eksternal,Sesuai Deskripsi,5,20.51
5331,beli-harddisk-eksternal,Puas,5,20.51
5332,beli-harddisk-eksternal,Super,5,20.51
5334,beli-harddisk-eksternal,Mantap,5,20.51
5335,beli-harddisk-eksternal,Mantap,5,20.51
5336,beli-harddisk-eksternal,Puas,5,20.51
5337,beli-harddisk-eksternal,Bagus,5,20.51
5338,beli-harddisk-eksternal,Bagus,5,20.51
5339,beli-harddisk-eksternal,Thanks,4,20.51
5341,beli-harddisk-eksternal,Keren Abis,5,20.51
5343,beli-harddisk-eksternal,++++,5,20.51
5345,beli-harddisk-eksternal,Mantab,5,20.51
5346,beli-harddisk-eksternal,Barang Ok,4,20.51
5349,beli-harddisk-eksternal,Bagus,4,20.51
5350,beli-harddisk-eksternal,naiss,4,20.51
5353,beli-harddisk-eksternal,Recommended banget,5,20.51
5355,beli-harddisk-eksternal,Lima Bintang,5,20.51
5356,beli-harddisk-eksternal,Casing hard disk,5,20.51
5358,beli-harddisk-eksternal,Perfecto,5,20.51
5359,beli-harddisk-eksternal,Puas,5,20.51
5361,beli-harddisk-eksternal,Recommend seller,5,20.5
5363,beli-harddisk-eksternal,barang sesuai pesanan,5,20.5
5365,beli-harddisk-eksternal,Mantap,5,20.44
5366,beli-harddisk-eksternal,Cepat sampai 1hari.. ok bangettt,5,20.42
5367,beli-harddisk-eksternal,sudah mendarat,5,20.41
5369,beli-harddisk-eksternal,Keren,4,20.37
5370,beli-harddisk-eksternal,sudah tiba brgx,5,20.29
5399,beli-harddisk-eksternal,"Tks, brg sdh diterima dgn baik, tepat waktu, berfungsi sesuai specs.",5,15.58
5400,beli-harddisk-eksternal,persis seperti di gambar 👍,5,15.45
5476,beli-harddisk-eksternal,Good,5,30.51
5488,beli-harddisk-eksternal,Recommended,5,31.76
5489,beli-harddisk-eksternal,Recommended Seller,5,30.45
5490,beli-harddisk-eksternal,SANGAT PUAS !!,5,28.24
5491,beli-harddisk-eksternal,produk yang bagus,5,22.89
5492,beli-harddisk-eksternal,Recomended Seller,5,22.82
5493,beli-harddisk-eksternal,....,5,22.49
5494,beli-harddisk-eksternal,Cakep barangnya,5,20.51
5496,beli-harddisk-eksternal,Gan tnya,5,18.01
5502,beli-harddisk-eksternal,TerimaKasih Kenkez dan Lazada,5,29.01
5503,beli-harddisk-eksternal,Orico,5,28.25
5504,beli-harddisk-eksternal,Lebih dari yang diharapkan,5,27
5505,beli-harddisk-eksternal,Mantap..,5,27
5506,beli-harddisk-eksternal,Goood,5,27
5510,beli-harddisk-eksternal,Bagus,5,23.13
5513,beli-harddisk-eksternal,Barang ok,4,22
5517,beli-harddisk-eksternal,Barang bagus,5,20.27
5518,beli-harddisk-eksternal,PUAS,5,19.94
5519,beli-harddisk-eksternal,Mantap,5,19.82
5520,beli-harddisk-eksternal,bagus,5,19.5
5521,beli-harddisk-eksternal,Bagusss,5,19.5
5522,beli-harddisk-eksternal,"Keren, mantep dan besar",5,19.5
5523,beli-harddisk-eksternal,Lima Bintang,5,19.5
5524,beli-harddisk-eksternal,Puas,5,19.5
5526,beli-harddisk-eksternal,Mantabbb,5,19.46
5542,beli-harddisk-eksternal,Kualitas bagus,5,17
5559,beli-harddisk-eksternal,"Good Price, Quality & Delivery",5,30.34
5560,beli-harddisk-eksternal,Baik,5,22.43
5570,beli-harddisk-eksternal,Wd 8tb,5,21.51
5571,beli-harddisk-eksternal,respon cepat dan barang sesuai pesanan,5,21.45
5576,beli-harddisk-eksternal,Lima Bintang,5,19.5
5583,beli-harddisk-eksternal,Jelek,4,20.45
5593,beli-harddisk-eksternal,"Murah, Cepat & Tepat",5,28.01
5606,beli-harddisk-eksternal,Good Seller,4,27
5607,beli-harddisk-eksternal,Good,4,27
5608,beli-harddisk-eksternal,ultra flair 32gb,5,27
5609,beli-harddisk-eksternal,baik,5,21.48
5633,beli-harddisk-eksternal,sukses,5,23.97
5636,beli-harddisk-eksternal,Recommended seller,5,23.01
5642,beli-harddisk-eksternal,Bintang Lima,4,21.26
5650,beli-harddisk-eksternal,ok,5,15.52
5651,beli-harddisk-eksternal,MANTAAP,5,15.15
5680,beli-harddisk-eksternal,Minus sekrup pengunci,4,20.51
5682,beli-harddisk-eksternal,Ragu,5,22.38
5728,beli-harddisk-eksternal,LAG,5,21.24
5729,beli-harddisk-eksternal,Saya puas beli laptop ini,5,18.63
5730,beli-harddisk-eksternal,manteb,5,18.02
5731,beli-harddisk-eksternal,Mantap,5,17.7
5732,beli-harddisk-eksternal,barangnya jos,5,16.86
5733,beli-harddisk-eksternal,Buat beli tanah bisa,4,16.01
5744,beli-harddisk-eksternal,Review,4,27.1
5745,beli-harddisk-eksternal,Good,5,28
5760,beli-harddisk-eksternal,Barang bagus sesuai pesanan,5,20.51
5773,beli-harddisk-eksternal,Lima Bintang,5,17.86
5777,beli-harddisk-eksternal,Bintang 5,5,31.51
5778,beli-harddisk-eksternal,Empat Bintang,4,20.5
5782,beli-harddisk-eksternal,barang udah yampe,5,15.32
5788,beli-harddisk-eksternal,Bisa buat game,5,22.4
5790,beli-harddisk-eksternal,Romnya kecil banget,5,20.08
5796,beli-harddisk-eksternal,Puas,5,20.51
5797,beli-harddisk-eksternal,Good but...,4,28.01
5798,beli-harddisk-eksternal,Lima Bintang,5,17.92
5799,beli-harddisk-eksternal,Terbaik,5,31.15
5800,beli-harddisk-eksternal,Mantap,5,24.12
5801,beli-harddisk-eksternal,mantap,5,20.43
5814,beli-harddisk-eksternal,lenovo,5,19.5
5816,beli-harddisk-eksternal,Senang dan puas,5,20.51
5825,beli-harddisk-eksternal,Mantap COD..,5,27.79
5826,beli-harddisk-eksternal,Pelayanan cepat,5,27.79
5827,beli-harddisk-eksternal,Lima Bintang,5,22.85
5830,beli-harddisk-eksternal,Jempol,5,20.34
5831,beli-harddisk-eksternal,Sudah sampai ya...,5,20.3
5846,beli-harddisk-eksternal,mantap,5,29.99
5859,beli-harddisk-eksternal,Barang OK... Mantap,5,20.51
5860,beli-harddisk-eksternal,barang sesuai,5,20.51
5861,beli-harddisk-eksternal,Not Bad lahh,5,20.33
5874,beli-harddisk-eksternal,paket diterima. kondisi baik.  trmksh,5,15.01
5885,beli-harddisk-eksternal,bagus dan sangat cepat pengirimannya,4,28.01
5886,beli-harddisk-eksternal,Great little external drive case,5,24.26
5887,beli-harddisk-eksternal,Recommended,5,21.51
5888,beli-harddisk-eksternal,Sudah sampai,5,21.5
5889,beli-harddisk-eksternal,Puas,5,20.51
5895,beli-harddisk-eksternal,Barang oke,4,28.01
5897,beli-harddisk-eksternal,LG Top,5,25.15
5899,beli-harddisk-eksternal,Great,5,23.01
5900,beli-harddisk-eksternal,Good,5,23.01
5901,beli-harddisk-eksternal,Mantap,5,23.01
5902,beli-harddisk-eksternal,Oke,5,20.51
5918,beli-harddisk-eksternal,Empat Bintang,4,32.01
5923,beli-harddisk-eksternal,Puas,4,24.51
5924,beli-harddisk-eksternal,Flashdisk copotan,5,24.26
5925,beli-harddisk-eksternal,Flashdisk OTG Samsung 32GB,4,23.84
5927,beli-harddisk-eksternal,Flaahdisk OTG usb samsung 32 gb,4,23.84
5932,beli-harddisk-eksternal,Flshdisk OTG samsung 32GB,5,23.8
5935,beli-harddisk-eksternal,Lima Bintang,5,23.01
5937,beli-harddisk-eksternal,barang representatif,4,23.01
5939,beli-harddisk-eksternal,Empat Bintang,4,23.01
5944,beli-harddisk-eksternal,lumayan,4,21.95
5946,beli-harddisk-eksternal,WOW Banget,5,21.51
5947,beli-harddisk-eksternal,Flashdisk Otg & Usb Samsung 32 Gb,4,21.51
5951,beli-harddisk-eksternal,barang bagus,5,21.4
5952,beli-harddisk-eksternal,Bagus,5,21.37
5956,beli-harddisk-eksternal,good,5,20.51
6009,beli-harddisk-eksternal,Lima Bintang,5,20.76
6012,beli-harddisk-eksternal,Flasdisk Thosiba,5,17.47
6025,beli-harddisk-eksternal,Cepat sampai,5,20.33
6026,beli-harddisk-eksternal,TV diterima dengan sehat walafiat,5,31.51
6032,beli-harddisk-eksternal,Toshiba smart TV,5,29.01
6036,beli-harddisk-eksternal,juaraaa,5,25.31
6040,beli-harddisk-eksternal,sepp,5,22.47
6053,beli-harddisk-eksternal,OK punya,5,31.12
6056,beli-harddisk-eksternal,barang sudah diterima kemaren tgl 21 ty,4,28.97
6057,beli-harddisk-eksternal,Memuaskan,5,23.17
6060,beli-harddisk-eksternal,Barang ok,5,21.51
6061,beli-harddisk-eksternal,Good,5,21.5
6062,beli-harddisk-eksternal,Terima kasih Full Aksesoris Komputer,5,21.26
6063,beli-harddisk-eksternal,Good,5,20.51
6075,beli-harddisk-eksternal,tv ok,5,22.95
6079,beli-harddisk-eksternal,Oke,5,21.96
6080,beli-harddisk-eksternal,Puas,5,21.33
6082,beli-harddisk-eksternal,Sip dan Cepat,5,23.78
6083,beli-harddisk-eksternal,Mantap... keren,5,22.03
6084,beli-harddisk-eksternal,Pengiriman cepat,5,21.67
6085,beli-harddisk-eksternal,Mantap tv nya,5,20.14
6095,beli-harddisk-eksternal,Toshiba Flashdisk 64GB HAYABUSA,5,20.51
6171,beli-harddisk-eksternal,puas,5,27.52
6272,beli-harddisk-eksternal,memuaskan,4,19.5
6385,beli-harddisk-eksternal,good,5,19.18
6386,beli-harddisk-eksternal,ciamik,5,19.07
6399,beli-harddisk-eksternal,Video edukasi anak,5,30.51
6405,beli-harddisk-eksternal,"Mantap, rekomended seller",5,15.01
6427,beli-harddisk-eksternal,OK,5,32.4
6429,beli-harddisk-eksternal,Luar biasa,5,31.75
6430,beli-harddisk-eksternal,mantap,5,31.34
6431,beli-harddisk-eksternal,Kualitas Produk dan Pengiriman,5,31.34
6432,beli-harddisk-eksternal,Memuaskan pelanggan,4,31.15
6433,beli-harddisk-eksternal,Agak sempit,4,31.14
6435,beli-harddisk-eksternal,SIP!!!,5,30.51
6436,beli-harddisk-eksternal,bagus,5,29.97
6439,beli-harddisk-eksternal,Mantap,5,28.84
6440,beli-harddisk-eksternal,Cepat,5,28.76
6442,beli-harddisk-eksternal,Bagus,5,28.01
6443,beli-harddisk-eksternal,Barang Bagus,4,28.01
6462,beli-harddisk-eksternal,Saya Puas Dengan Barang dan Produk,5,23.74
6463,beli-harddisk-eksternal,Produk memuaskan,5,23.26
6464,beli-harddisk-eksternal,mantab,5,23.08
6465,beli-harddisk-eksternal,Baguss,4,23.01
6466,beli-harddisk-eksternal,EsoGoal eksternal Hard Drive Bag case,5,23.01
6468,beli-harddisk-eksternal,Barang bagus,5,23.01
6469,beli-harddisk-eksternal,puas,4,22.83
6471,beli-harddisk-eksternal,Mantap,5,21.69
6472,beli-harddisk-eksternal,Slim,5,21.51
6474,beli-harddisk-eksternal,Kualitas baik,4,21.51
6477,beli-harddisk-eksternal,"Barang ok, pengiriman ok",5,21.41
6480,beli-harddisk-eksternal,Produk Bagus,5,20.51
6523,beli-harddisk-eksternal,bagus,4,15.51
6524,beli-harddisk-eksternal,Barang top...,5,15.51
6526,beli-harddisk-eksternal,Ok,5,15.51
6527,beli-harddisk-eksternal,barangnya mantap,5,15.4
6563,beli-harddisk-eksternal,Terimakasih sy puas belanja di toko anda,5,22.75
6566,beli-harddisk-eksternal,Puas,5,20.51
6584,beli-harddisk-eksternal,Bagus,5,20.51
6586,beli-harddisk-eksternal,"... REMEMBER !  :   ... ""KENKEZ""  ..  IS  NUMBER ONE : VERY RECOMENDED SELLER !  :   ...  ""KENKEZ"" ...",5,26.44
6587,beli-harddisk-eksternal,Mantapp,5,21.94
6589,beli-harddisk-eksternal,I love it !,5,16.26
6591,beli-harddisk-eksternal,"... REMEMBER !  :   ... ""KENKEZ""  ..  IS  NUMBER ONE : VERY RECOMENDED SELLER !  :   ...  ""KENKEZ"" ...",5,26.44
6594,beli-harddisk-eksternal,Succes Lazada,5,18.99
6599,beli-harddisk-eksternal,slim but powerful,4,26.6
6600,beli-harddisk-eksternal,Hardisk Kapasitas Gede Harga Mantap,5,16.52
6611,beli-harddisk-eksternal,Barang bagus,5,32.29
6612,beli-harddisk-eksternal,Cihuuyyy,5,32.01
6613,beli-harddisk-eksternal,Recomended,5,31.62
6616,beli-harddisk-eksternal,fast respon,5,29.01
6617,beli-harddisk-eksternal,Bagus,5,29.01
6618,beli-harddisk-eksternal,Sangat bagus,5,29.01
6619,beli-harddisk-eksternal,Puass!!,5,28.01
6626,beli-harddisk-eksternal,Recomended!!!,5,24.26
6628,beli-harddisk-eksternal,product and delivery,5,23.24
6629,beli-harddisk-eksternal,Nice,5,23.01
6630,beli-harddisk-eksternal,Mantap,5,23.01
6633,beli-harddisk-eksternal,Mantap,4,23.01
6634,beli-harddisk-eksternal,"Cepat, aman dan tepat",5,22.85
6636,beli-harddisk-eksternal,Sangat Memuaskan,5,22.16
6637,beli-harddisk-eksternal,"Cepat, tepat, & aman",5,22.11
6639,beli-harddisk-eksternal,Sangat Memuaskan,5,21.71
6641,beli-harddisk-eksternal,GOOD PRODUCT,5,21.42
6642,beli-harddisk-eksternal,Pembelian terverivikasi,5,20.51
6643,beli-harddisk-eksternal,Menarik dan kuat,4,20.51
6645,beli-harddisk-eksternal,apik,5,20.51
6646,beli-harddisk-eksternal,Oke oke okee,5,20.51
6648,beli-harddisk-eksternal,produk bagus,4,20.5
6702,beli-harddisk-eksternal,Puas Banaarrr,5,31.66
6703,beli-harddisk-eksternal,warnawarninya..,4,30.7
6704,beli-harddisk-eksternal,Pengiriman cepat & Barang sesuai pesanan,5,29.01
6705,beli-harddisk-eksternal,mantap.,4,29.01
6706,beli-harddisk-eksternal,Barang bagus dan awet,4,28.01
6707,beli-harddisk-eksternal,Sudah diterima. Lngkp sesuai pesanan.,4,28.01
6708,beli-harddisk-eksternal,kode aktivasi anti virus failed,4,27.49
6709,beli-harddisk-eksternal,Kiriman Cepat,5,27.43
6710,beli-harddisk-eksternal,Sempurna!,5,27.34
6713,beli-harddisk-eksternal,Empat Bintang,4,27.31
6714,beli-harddisk-eksternal,Thanks lazada,4,27
6720,beli-harddisk-eksternal,Barangnya ori sih....pas belinya pas murah,5,23.1
6721,beli-harddisk-eksternal,Cepat & Berkualitas,5,22.92
6722,beli-harddisk-eksternal,THE BEST,5,22.38
6724,beli-harddisk-eksternal,WD passport New,5,22
6725,beli-harddisk-eksternal,Good Quality,4,21.51
6728,beli-harddisk-eksternal,pengirimannya oke,5,20.51
6729,beli-harddisk-eksternal,"WD My Passport ULTRA New Design 1TB Portable Storage USB 3.0 - Merah Harddisk Eksternal 2.5""...",5,20.14
6731,beli-harddisk-eksternal,Empat Bintang,4,19.87
6732,beli-harddisk-eksternal,GOOD,5,19.83
6734,beli-harddisk-eksternal,Wd my passport,5,19.5
6741,beli-harddisk-eksternal,Best Value Portable HDD,5,17.35
6777,beli-harddisk-eksternal,Mantaaaabb...,5,20.32
6778,beli-harddisk-eksternal,Good,4,19.88
6782,beli-harddisk-eksternal,very good,5,32.29
6783,beli-harddisk-eksternal,Nice,5,29.01
6785,beli-harddisk-eksternal,"Excelentttt,....",5,27
6786,beli-harddisk-eksternal,Good,5,19.5
6800,beli-harddisk-eksternal,Mantap,5,21.43
6801,beli-harddisk-eksternal,Lima Bintang,5,21.28
6814,beli-harddisk-eksternal,"Mantap, tapi packingan terasa kurang aman",5,16.84
6818,beli-harddisk-eksternal,Great,4,30.74
6819,beli-harddisk-eksternal,MANTAP,5,30.34
6820,beli-harddisk-eksternal,Sedikit kecewa,4,30.11
6821,beli-harddisk-eksternal,Cukup puas,4,29.9
6822,beli-harddisk-eksternal,Bagus,4,29.58
6823,beli-harddisk-eksternal,bagus,4,29.01
6824,beli-harddisk-eksternal,Hasil COD nya mantep,4,27.57
6825,beli-harddisk-eksternal,Pelayanan yang baik dan bagus,4,27.37
6830,beli-harddisk-eksternal,JOSS,5,22.35
6831,beli-harddisk-eksternal,Mantep,5,21.6
6832,beli-harddisk-eksternal,mantap,5,21.51
6833,beli-harddisk-eksternal,WD,5,21.51
6834,beli-harddisk-eksternal,Love it .,5,21.51
6835,beli-harddisk-eksternal,Bagus,5,21.48
6836,beli-harddisk-eksternal,Puas,5,20.51
6837,beli-harddisk-eksternal,Good,5,20.51
6839,beli-harddisk-eksternal,Nice,4,20.51
6842,beli-harddisk-eksternal,Mantap gan,5,19.84
6843,beli-harddisk-eksternal,Mantap,4,19.83
6844,beli-harddisk-eksternal,AHSANTA,5,19.5
6883,beli-harddisk-eksternal,Testimoni,4,30.89
6884,beli-harddisk-eksternal,Barang Oke.. Pengiriman Cepat !!! Hanya Serial Number Anti Virusnya sdh dipakai orang lain,4,30.72
6885,beli-harddisk-eksternal,Ok Lah,4,30.34
6888,beli-harddisk-eksternal,Pengiriman Cepat,5,27.31
6889,beli-harddisk-eksternal,NEW DESIGN UNIK DGN WARNA YG CERAH...SAYA SUKA,5,27
6895,beli-harddisk-eksternal,Good,5,22.41
6896,beli-harddisk-eksternal,Sangat baik,5,21.51
6897,beli-harddisk-eksternal,Good quality,5,21.26
6898,beli-harddisk-eksternal,barang bagus,5,20.51
6899,beli-harddisk-eksternal,oceh,5,20.51
